pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
HD 199509 b,HD 199509,HD 199509,1,1,Radial Velocity,2022,0.425988,7.39,42.86581,0.373206,G3V,0.92,1.04,24.3056,Multiple Observatories
HD 203030 b,HD 203030,HD 203030,1,1,Imaging,2006,487.1,14.46,3496.11248,,G8 V,0.86,0.94,39.2503,Palomar Observatory
HD 20329 b,HD 20329,HD 20329,1,1,Transit,2022,0.018,1.72,7.42,0,,1.13,0.9,63.6796,Transiting Exoplanet Survey Satellite (TESS)
HD 203473 b,HD 203473,HD 203473,1,1,Radial Velocity,2018,2.73,12.6,2479.074,0.289,G5,1.33,1.12,72.6402,W. M. Keck Observatory
HD 2039 b,HD 2039,HD 2039,1,1,Radial Velocity,2002,2.2,12.7,1999.1507,0.71,G2/G3 IV/V,1.19,1.23,85.6922,Anglo-Australian Telescope
HD 205158 b,HD 205158,HD 205158,1,1,Radial Velocity,2022,0.177326,13.8,123.42834,0.145252,,1.88,1.16,86.6159,Multiple Observatories
HD 205739 b,HD 205739,HD 205739,1,1,Radial Velocity,2008,0.896,13.6,435.41,0.27,F7 V,1.33,1.22,92.5087,Las Campanas Observatory
HD 206255 b,HD 206255,HD 206255,1,1,Radial Velocity,2019,0.461,6.47,34.2,0.23,G5 IV/V,2.22,1.42,75.2363,Las Campanas Observatory
HD 206610 b,HD 206610,HD 206610,1,1,Radial Velocity,2009,1.74,13.4,647.10188,0.1,K0 III,6.12,1.55,147.192,W. M. Keck Observatory
HD 207897 b,HD 207897,HD 207897,1,1,Transit,2021,0.1163,2.501,14.4,0.047,K0 V,0.78,0.8,28.2938,Transiting Exoplanet Survey Satellite (TESS)
HD 208487 b,HD 208487,HD 208487,1,1,Radial Velocity,2004,0.524,14.2,165.265,0.24,G2 V,1.2,1.13,45.147,Anglo-Australian Telescope
HD 208527 b,HD 208527,HD 208527,1,1,Radial Velocity,2012,2.1,12.5,3146.4,0.08,M1 III,51.1,1.6,312.202,Bohyunsan Optical Astronomical Observatory
HD 20868 b,HD 20868,HD 20868,1,1,Radial Velocity,2008,0.95,13.7,397.2875,0.75,K3/4 IV,0.76,0.39,47.7223,La Silla Observatory
HD 208897 b,HD 208897,HD 208897,1,1,Radial Velocity,2017,1.05,13.6,444.962,0.07,K0,4.98,1.25,67.4872,Multiple Observatories
HD 209458 b,HD 209458,HD 209458,1,1,Radial Velocity,1999,0.04707,15.581,232.0159,0,G0 V,1.19,1.23,48.3016,W. M. Keck Observatory
HD 210193 b,HD 210193,HD 210193,1,1,Radial Velocity,2019,1.487,14.3,153.1,0.24,G3 V,1.06,1.04,42.2029,Las Campanas Observatory
HD 210277 b,HD 210277,HD 210277,1,1,Radial Velocity,1998,1.13,13.6,410.0007,0.48,G0 V,1.07,1.01,21.2985,W. M. Keck Observatory
HD 210702 b,HD 210702,HD 210702,1,1,Radial Velocity,2007,1.148,13.4,574.63664,0.028,K1 III,4.92,1.61,54.1963,Lick Observatory
HD 211403 b,HD 211403,HD 211403,1,1,Radial Velocity,2021,0.768,12.8,1760.76937,0.084,F7 V,1.21,1.2,83.0919,Haute-Provence Observatory
HD 211810 b,HD 211810,HD 211810,1,1,Radial Velocity,2018,2.656,14,212.9461,0.68,G5,1.13,1.03,64.6353,W. M. Keck Observatory
HD 211970 b,HD 211970,HD 211970,1,1,Radial Velocity,2019,0.143,3.66,13,0.15,K7 V,0.57,0.61,13.1277,Las Campanas Observatory
HD 212771 b,HD 212771,HD 212771,1,1,Radial Velocity,2009,1.19,13.3,759.6137,0.076,G8 IV,5.27,1.56,111.155,W. M. Keck Observatory
HD 213472 b,HD 213472,HD 213472,1,1,Radial Velocity,2021,13,13.1,1112.39942,0.53,,1.43,1.05,64.4527,Multiple Observatories
HD 213519 b,HD 213519,HD 213519,1,1,Radial Velocity,2022,0.099068,3.05,9.51349,0.412688,,1.08,1.05,41.0014,Multiple Observatories
HD 21411 b,HD 21411,HD 21411,1,1,Radial Velocity,2019,0.362,9.52,65.9,0.4,G8 V,0.83,0.89,29.1328,Las Campanas Observatory
HD 216435 b,HD 216435,HD 216435,1,1,Radial Velocity,2002,2.56,13.7,400.4,0.07,G0 V,1.8,1.3,32.9834,Anglo-Australian Telescope
HD 216437 b,HD 216437,HD 216437,1,1,Radial Velocity,2002,2.497,13.3,706.53609,0.317,G2/3IV,1.39,1.17,26.6902,Anglo-Australian Telescope
HD 216536 b,HD 216536,HD 216536,1,1,Radial Velocity,2015,0.61,13.8,333.7215,0.38,K0,9.83,0.81,376.233,McDonald Observatory
HD 216770 b,HD 216770,HD 216770,1,1,Radial Velocity,2003,0.46,14.1,181.1631,0.37,G9 V CN+1,0.93,0.74,36.6625,La Silla Observatory
HD 217850 b,HD 217850,HD 217850,1,1,Radial Velocity,2018,4.56,12.1,6865.128,0.7621,G8 V,1.21,1.03,65.7969,W. M. Keck Observatory
HD 217958 b,HD 217958,HD 217958,1,1,Radial Velocity,2022,3.748429,14.1,188.02679,0.156249,,1.33,1.08,61.7957,Multiple Observatories
HD 218566 b,HD 218566,HD 218566,1,1,Radial Velocity,2010,0.69,9.32,63.566,0.3,K3V,0.85,0.76,28.8274,W. M. Keck Observatory
HD 219077 b,HD 219077,HD 219077,1,1,Radial Velocity,2012,5.935698,12.5,3099.7758,0.768077,G8 V,1.91,0.92,29.1864,La Silla Observatory
HD 219139 b,HD 219139,HD 219139,1,1,Radial Velocity,2021,0.94,14,247.90616,0.11,G5 III,11.22,1.46,104.935,Okayama Astrophysical Observatory
HD 219415 b,HD 219415,HD 219415,1,1,Radial Velocity,2012,3.2,13.8,317.83,0.4,K0 III,2.9,1,165.184,McDonald Observatory
HD 219666 b,HD 219666,HD 219666,1,1,Transit,2018,0.06356,4.71,16.6,0,,1.03,0.92,94.1719,Transiting Exoplanet Survey Satellite (TESS)
HD 220074 b,HD 220074,HD 220074,1,1,Radial Velocity,2012,1.6,12.2,5288.6912,0.14,M2 III,54.92,2.2,324.54,Bohyunsan Optical Astronomical Observatory
HD 220197 b,HD 220197,HD 220197,1,1,Radial Velocity,2018,2.729,9.32,63.566,0.187,G5,0.98,0.91,64.411,Roque de los Muchachos Observatory
HD 220689 b,HD 220689,HD 220689,1,1,Radial Velocity,2012,3.396,13.7,355.33394,0.054,G3 V,1.07,1.02,46.8778,La Silla Observatory
HD 220773 b,HD 220773,HD 220773,1,1,Radial Velocity,2011,4.94,13.6,460.8,0.51,F9,1.68,1.16,50.5103,McDonald Observatory
HD 221287 b,HD 221287,HD 221287,1,1,Radial Velocity,2007,1.25,13.1,982.05,0.08,F7 V,1.14,1.25,55.9231,La Silla Observatory
HD 221416 b,HD 221416,HD 221416,1,1,Transit,2019,0.1228,9.17,60.5,0.115,K0 IV/V,2.94,1.21,95.5483,Transiting Exoplanet Survey Satellite (TESS)
HD 221420 b,HD 221420,HD 221420,1,1,Radial Velocity,2019,8.416586,12.1,6363.40183,0.082013,G2 V,1.95,1.06,31.1415,Anglo-Australian Telescope
HD 221585 b,HD 221585,HD 221585,1,1,Radial Velocity,2016,2.306,13.5,511.7063,0.123,G8 IV,1.85,1.19,55.8535,Haute-Provence Observatory
HD 222076 b,HD 222076,HD 222076,1,1,Radial Velocity,2016,1.83,13.5,495.8148,0.08,K0 III,4.1,1.07,91.1538,Multiple Observatories
HD 222155 b,HD 222155,HD 222155,1,1,Radial Velocity,2011,5.14,13.4,673.7996,0.16,G2 V,1.85,1.21,50.6078,Haute-Provence Observatory
HD 224538 b,HD 224538,HD 224538,1,1,Radial Velocity,2016,2.373375,12.7,2234.17873,0.475886,F9 IV/V,1.54,1.23,79.0608,Multiple Observatories
HD 224693 b,HD 224693,HD 224693,1,1,Radial Velocity,2006,0.191,14,222.481,0.104,G2 V,1.93,1.31,93.5015,W. M. Keck Observatory
HD 22496 b,HD 22496,HD 22496,1,1,Radial Velocity,2021,0.051,2.22,5.57,,K5/M0V,0.67,0.68,13.5956,Paranal Observatory
HD 22532 b,HD 22532,HD 22532,1,1,Radial Velocity,2022,1.9,13.4,673.79622,0.03,G8 III/IV,5.69,1.57,161.183,La Silla Observatory
HD 22781 b,HD 22781,HD 22781,1,1,Radial Velocity,2011,1.167,12.3,4338.2,0.8191,K1,0.74,0.75,32.6034,Haute-Provence Observatory
HD 23079 b,HD 23079,HD 23079,1,1,Radial Velocity,2001,1.6,13.2,829.5363,0.1,F9.5 V,1.07,1.12,33.4591,Anglo-Australian Telescope
HD 23127 b,HD 23127,HD 23127,1,1,Radial Velocity,2006,2.37,13.5,485.32641,0.406,G2 V,1.49,1.21,93.8555,Anglo-Australian Telescope
HD 231701 b,HD 231701,HD 231701,1,1,Radial Velocity,2007,0.567,13.7,359.1479,0.13,F8 V,1.53,1.21,108.877,W. M. Keck Observatory
HD 233604 b,HD 233604,HD 233604,1,1,Radial Velocity,2013,0.747,12.7,2089.644,0.05,K5,10.9,1.5,847.058,McDonald Observatory
HD 238090 b,HD 238090,HD 238090,1,1,Radial Velocity,2020,0.0932,2.52,6.89,0.3,M0.0 V,0.57,0.58,15.2354,Multiple Observatories
HD 238914 b,HD 238914,HD 238914,1,1,Radial Velocity,2018,5.7,12.8,1906.98,0.56,K7,12.73,1.47,519.452,Multiple Observatories
HD 240210 b,HD 240210,HD 240210,1,1,Radial Velocity,2009,1.16,12.8,1655.82,0.15,K3 III,25.46,0.82,372.405,McDonald Observatory
HD 240237 b,HD 240237,HD 240237,1,1,Radial Velocity,2011,1.92,12.2,5050.3187,0.4,K2 III,71.23,8.76,933.377,McDonald Observatory
HD 24064 b,HD 24064,HD 24064,1,1,Radial Velocity,2015,1.29,12.3,4096.8287,0.35,K0,40,1.61,300.247,Bohyunsan Optical Astronomical Observatory
HD 24085 b,HD 24085,HD 24085,1,1,Radial Velocity,2019,0.034,3.46,11.8,0.22,G0 V,1.41,1.22,54.9004,Las Campanas Observatory
HD 25015 b,HD 25015,HD 25015,1,1,Radial Velocity,2019,6.245213,12.5,2866.32778,0.340768,K1 V,0.83,0.86,37.433,La Silla Observatory
HD 25723 b,HD 25723,HD 25723,1,1,Radial Velocity,2020,1.49,13.3,794.57102,0.04,K1 III,13.76,2.12,114.816,Lick Observatory
HD 26161 b,HD 26161,HD 26161,1,1,Radial Velocity,2021,20.4,12.3,4290.68349,0.82,,1.46,1.13,40.9128,Multiple Observatories
HD 2685 b,HD 2685,HD 2685,1,1,Transit,2019,0.0568,16.141,371.8611,0.091,,1.56,1.43,196.852,Transiting Exoplanet Survey Satellite (TESS)
HD 27631 b,HD 27631,HD 27631,1,1,Radial Velocity,2012,3.242,13.6,474.83802,0.141,G3 IV-V,0.92,0.94,50.2862,La Silla Observatory
HD 27969 b,HD 27969,HD 27969,1,1,Radial Velocity,2021,1.552,12.9,1525.57635,0.182,G0 V,1.27,1.16,67.9328,Haute-Provence Observatory
HD 28192 b,HD 28192,HD 28192,1,1,Radial Velocity,2022,0.117885,12.1,98.81588,0.104204,,1.07,1.08,49.8063,Multiple Observatories
HD 285507 b,HD 285507,HD 285507,1,1,Radial Velocity,2013,0.06,13.8,311.4734,0.09,K4.5 V,0.69,0.82,45.0293,Fred Lawrence Whipple Observatory
HD 285968 b,HD 285968,HD 285968,1,1,Radial Velocity,2008,0.066,2.83,8.4,0,M2 V,0.48,0.5,9.47045,La Silla Observatory
HD 28678 b,HD 28678,HD 28678,1,1,Radial Velocity,2011,1.18,13.5,490.09386,0.149,G8 IV,6.48,1.53,189.908,W. M. Keck Observatory
HD 29021 b,HD 29021,HD 29021,1,1,Radial Velocity,2017,2.28,12.9,1420.69298,0.459,G5,0.85,0.85,30.9939,Haute-Provence Observatory
HD 290327 b,HD 290327,HD 290327,1,1,Radial Velocity,2009,3.43,13.3,772.3269,0.08,G8 V,0.95,0.84,56.433,La Silla Observatory
HD 29399 b,HD 29399,HD 29399,1,1,Radial Velocity,2022,1.913,13.5,498.9906,0.05,K1 III,4.5,1.17,44.1518,La Silla Observatory
HD 2952 b,HD 2952,HD 2952,1,1,Radial Velocity,2013,1.23,13.6,435.4271,0.13,K0 III,10.76,1.97,110.103,Okayama Astrophysical Observatory
HD 29985 b,HD 29985,HD 29985,1,1,Radial Velocity,2022,13.283797,12.8,1881.53397,0.261318,,0.57,0.75,31.2707,Multiple Observatories
HD 30562 b,HD 30562,HD 30562,1,1,Radial Velocity,2009,2.34,13.7,387.7526,0.76,F8 V,1.61,1.12,26.1597,Lick Observatory
HD 30669 b,HD 30669,HD 30669,1,1,Radial Velocity,2014,2.69,14.3,149.37,0.18,G9 V,0.91,0.92,58.0844,La Silla Observatory
HD 31253 b,HD 31253,HD 31253,1,1,Radial Velocity,2010,1.26,14.1,197.0546,0.3,F8,1.75,1.7,58.1438,W. M. Keck Observatory
HD 32518 b,HD 32518,HD 32518,1,1,Radial Velocity,2009,0.59,13.1,966.16,0.01,K1 III,10.22,1.13,122.115,Thueringer Landessternwarte Tautenburg
HD 32963 b,HD 32963,HD 32963,1,1,Radial Velocity,2015,3.41,14,222.481,0.07,G5,1.11,0.94,38.0786,W. M. Keck Observatory
HD 330075 b,HD 330075,HD 330075,1,1,Radial Velocity,2004,0.04,14.3,152.5584,0,K1,0.84,0.47,45.2989,La Silla Observatory
HD 331093 b,HD 331093,HD 331093,1,1,Radial Velocity,2021,1.44,13.6,476.74261,0.59,K0,1.11,1.03,50.1928,Haute-Provence Observatory
HD 332231 b,HD 332231,HD 332231,1,1,Transit,2020,0.1436,9.718,77.55052,0.032,F8,1.28,1.13,80.6665,Transiting Exoplanet Survey Satellite (TESS)
HD 33564 b,HD 33564,HD 33564,1,1,Radial Velocity,2005,1.1,12.5,2892.1,0.34,F6 V,1.44,1.25,20.9531,Haute-Provence Observatory
HD 35759 b,HD 35759,HD 35759,1,1,Radial Velocity,2016,0.389,13,1195.0408,0.389,G0,1.76,1.15,71.2423,Haute-Provence Observatory
HD 360 b,HD 360,HD 360,1,1,Radial Velocity,2021,0.98,14,238.37131,0.139,G8 III,10.86,1.69,111.542,Okayama Astrophysical Observatory
HD 3651 b,HD 3651,HD 3651,1,1,Radial Velocity,2003,0.295,10.1,72.46524,0.645,K0 V,0.87,0.8,11.1336,Multiple Observatories
HD 3765 b,HD 3765,HD 3765,1,1,Radial Velocity,2021,2.108,8.56,54.98431,0.298,K2V,0.83,0.85,17.926,Multiple Observatories
HD 38283 b,HD 38283,HD 38283,1,1,Radial Velocity,2010,1.02,14,127.132,0.41,F9.5 V,1.49,1.37,38.0615,Anglo-Australian Telescope
HD 38801 b,HD 38801,HD 38801,1,1,Radial Velocity,2009,1.623,12.5,3082.31534,0.017,K0,2.03,1.21,91.4349,Subaru Telescope
HD 39855 b,HD 39855,HD 39855,1,1,Radial Velocity,2019,0.041,2.85,8.5,0.14,G8 V,0.74,0.87,23.2599,Las Campanas Observatory
HD 40956 b,HD 40956,HD 40956,1,1,Radial Velocity,2017,1.4,13.2,858.141,0.24,K0,8.56,2,116.593,Multiple Observatories
HD 42012 b,HD 42012,HD 42012,1,1,Radial Velocity,2017,1.67,13.5,508.528,0.2,K0,0.82,0.83,36.7984,Haute-Provence Observatory
HD 4208 b,HD 4208,HD 4208,1,1,Radial Velocity,2001,1.662,13.9,257.4423,0.042,G7 V Fe-1 CH-0.5,0.85,0.88,34.1937,W. M. Keck Observatory
HD 42618 b,HD 42618,HD 42618,1,1,Radial Velocity,2016,0.554,3.89,14.4,0.19,G4 V,1,1.01,24.3358,Multiple Observatories
HD 4308 b,HD 4308,HD 4308,1,1,Radial Velocity,2005,0.12,4.12,15.8915,0,G5V,1.02,0.93,22.0158,La Silla Observatory
HD 4313 b,HD 4313,HD 4313,1,1,Radial Velocity,2009,1.157,13.4,612.45841,0.147,G5,5.14,1.63,136.308,W. M. Keck Observatory
HD 44219 b,HD 44219,HD 44219,1,1,Radial Velocity,2010,1.19,14.1,184.33,0.61,G2 V,1.32,1,52.9051,La Silla Observatory
HD 45350 b,HD 45350,HD 45350,1,1,Radial Velocity,2004,1.92,13.5,568.89,0.778,G5 V,1.26,0.98,46.8733,W. M. Keck Observatory
HD 45652 b,HD 45652,HD 45652,1,1,Radial Velocity,2008,0.237,14.3,137.62039,0.607,G8/K0,0.94,0.92,34.8541,Haute-Provence Observatory
HD 457 b,HD 457,HD 457,1,1,Radial Velocity,2022,15.443431,12,7574.93226,0.565248,,1.28,1.15,55.0375,Multiple Observatories
HD 47536 b,HD 47536,HD 47536,1,1,Radial Velocity,2002,1.93,12.6,2330,0.2,K1 III,23.47,2.1,122.536,La Silla Observatory
HD 4760 b,HD 4760,HD 4760,1,1,Radial Velocity,2021,1.14,12.3,4417.837,0.23,K2,42.4,1.05,537.873,Multiple Observatories
HD 48265 b,HD 48265,HD 48265,1,1,Radial Velocity,2008,1.814,13.5,484.69075,0.211,G5 IV/V,1.9,1.31,90.5446,Las Campanas Observatory
HD 4917 b,HD 4917,HD 4917,1,1,Radial Velocity,2018,1.167,13.5,513.29545,0.066,K0 III/IV,5.01,1.32,204.277,W. M. Keck Observatory
HD 49674 b,HD 49674,HD 49674,1,1,Radial Velocity,2002,0.06,6.2,31.783,0.09,G5 V,1.02,1.03,43.0399,W. M. Keck Observatory
HD 50554 b,HD 50554,HD 50554,1,1,Radial Velocity,2002,2.353,12.9,1574.464,0.501,F8 V,1.02,1.04,31.1664,Lick Observatory
HD 52265 b,HD 52265,HD 52265,1,1,Radial Velocity,2000,0.52,13.7,384.5743,0.27,G0V,1.32,1.2,29.9803,W. M. Keck Observatory
HD 55696 b,HD 55696,HD 55696,1,1,Radial Velocity,2018,3.18,13,1230.0021,0.705,G0 V,1.52,1.29,77.9693,W. M. Keck Observatory
HD 5583 b,HD 5583,HD 5583,1,1,Radial Velocity,2016,0.53,12.8,1837.0574,0.076,,9.09,1.01,219.216,Roque de los Muchachos Observatory
HD 5608 b,HD 5608,HD 5608,1,1,Radial Velocity,2012,1.911,13.5,534.27223,0.056,K0,5.14,1.53,58.1105,Okayama Astrophysical Observatory
HD 564 b,HD 564,HD 564,1,1,Radial Velocity,2014,1.2,12.5,104.88,0.096,G2/G3 V,1.01,0.96,51.1659,La Silla Observatory
HD 56414 b,HD 56414,HD 56414,1,1,Transit,2022,0.229,3.71,13.3,0.68,,1.75,1.89,272.217,Transiting Exoplanet Survey Satellite (TESS)
HD 56957 b,HD 56957,HD 56957,1,1,Radial Velocity,2022,6.431189,12.8,1893.34292,0.272564,,1.78,1.03,61.4925,Multiple Observatories
HD 5891 b,HD 5891,HD 5891,1,1,Radial Velocity,2011,0.64,12.6,2425.0429,0.07,G5,10.64,1.93,283.502,W. M. Keck Observatory
HD 60292 b,HD 60292,HD 60292,1,1,Radial Velocity,2020,1.5,12.7,2065.895,0.27,K0 III,27,1.7,315.211,Bohyunsan Optical Astronomical Observatory
HD 62509 b,HD 62509,HD 62509,1,1,Radial Velocity,2006,1.64,13.3,731,0.02,K0IIIvar,8.9,2,10.34,Multiple Observatories
HD 62549 b,HD 62549,HD 62549,1,1,Radial Velocity,2022,11.786592,12.5,2773.33249,0.150429,,1.23,1.08,49.3305,Multiple Observatories
HD 63454 b,HD 63454,HD 63454,1,1,Radial Velocity,2005,0.04,12.31,79.4575,0,K4 V,0.77,0.42,37.6894,La Silla Observatory
HD 63765 b,HD 63765,HD 63765,1,1,Radial Velocity,2009,0.94,14.2,168.4499,0.24,G9 V,0.83,0.65,32.5376,La Silla Observatory
HD 64114 b,HD 64114,HD 64114,1,1,Radial Velocity,2019,0.246,4.41,17.8,0.12,G7 V,0.88,0.95,31.5262,Las Campanas Observatory
HD 64121 b,HD 64121,HD 64121,1,1,Radial Velocity,2022,1.51,13.2,813.64072,0.11,G8/K0 III,5.44,1.64,129.966,La Silla Observatory
HD 6434 b,HD 6434,HD 6434,1,1,Radial Velocity,2003,0.14,14.2,155.7367,0.17,G2/3 V,1.12,1.1,42.358,La Silla Observatory
HD 66141 b,HD 66141,HD 66141,1,1,Radial Velocity,2012,1.2,12.8,1906.9,0.07,K2 III,21.4,1.1,68.1509,Bohyunsan Optical Astronomical Observatory
HD 6718 b,HD 6718,HD 6718,1,1,Radial Velocity,2009,3.55,13.5,533.9544,0.1,G5 V,0.95,1.08,51.3444,La Silla Observatory
HD 68402 b,HD 68402,HD 68402,1,1,Radial Velocity,2016,2.18,13.1,975.7381,0.03,G5 IV/V,1.02,1.12,78.4293,Multiple Observatories
HD 69123 b,HD 69123,HD 69123,1,1,Radial Velocity,2022,2.482,13.1,966.19836,0.19,K1 III,7.72,1.68,75.116,La Silla Observatory
HD 70573 b,HD 70573,HD 70573,1,1,Radial Velocity,2007,1.76,12.8,1900,0.4,G1-1.5 V,0.98,1,59.182,La Silla Observatory
HD 70642 b,HD 70642,HD 70642,1,1,Radial Velocity,2003,3.318,13.4,633.43519,0.175,G5,0.98,1.08,29.276,Anglo-Australian Telescope
HD 7199 b,HD 7199,HD 7199,1,1,Radial Velocity,2011,1.36,11.1,85.8141,0.19,K1 IV,0.97,0.77,36.1531,La Silla Observatory
HD 72490 b,HD 72490,HD 72490,1,1,Radial Velocity,2018,1.88,13.5,561.92344,0.124,G5,4.96,1.21,126.339,W. M. Keck Observatory
HD 72892 b,HD 72892,HD 72892,1,1,Radial Velocity,2016,0.227825,12.8,1736.44828,0.418755,G5 V,1.22,1.01,69.7311,Multiple Observatories
HD 73534 b,HD 73534,HD 73534,1,1,Radial Velocity,2008,2.99,13.7,353.42696,0.126,G5,2.58,1.16,83.3321,W. M. Keck Observatory
HD 75898 b,HD 75898,HD 75898,1,1,Radial Velocity,2007,1.191,13.2,861.3193,0.11,G0,1.58,1.26,78.0505,W. M. Keck Observatory
HD 76700 b,HD 76700,HD 76700,1,1,Radial Velocity,2002,0.05,9.6,66.7443,0.09,G6 V,1.37,0.99,60.8831,Anglo-Australian Telescope
HD 76920 b,HD 76920,HD 76920,1,1,Radial Velocity,2017,1.149,13,1249.0719,0.856,K1 III,7.47,1.17,184.031,Multiple Observatories
HD 77338 b,HD 77338,HD 77338,1,1,Radial Velocity,2012,0.06,4.12,15.9,0.09,K0 IV,0.97,1.37,45.935,La Silla Observatory
HD 79181 b,HD 79181,HD 79181,1,1,Radial Velocity,2021,0.9,14.1,203.41018,0.259,G8 III,11.06,1.28,103.335,Okayama Astrophysical Observatory
HD 80653 b,HD 80653,HD 80653,1,1,Transit,2020,0.0166,1.613,5.6,,G2,1.22,1.18,109.86,K2
HD 80869 b,HD 80869,HD 80869,1,1,Radial Velocity,2021,2.906141,12.8,1797.84225,0.923501,G1 V,1.06,1.06,85.3951,Haute-Provence Observatory
HD 80883 b,HD 80883,HD 80883,1,1,Radial Velocity,2022,6.497354,12.8,1740.73691,0.203319,,0.81,0.88,34.6011,Multiple Observatories
HD 80913 b,HD 80913,HD 80913,1,1,Radial Velocity,2022,9.88693,12,7469.38301,0.312809,,1.65,1.11,61.3603,Multiple Observatories
HD 81040 b,HD 81040,HD 81040,1,1,Radial Velocity,2005,1.988479,12.7,2172.35017,0.556692,G2/G3,0.91,1.03,34.4341,Multiple Observatories
HD 81688 b,HD 81688,HD 81688,1,1,Radial Velocity,2007,0.81,13.2,858.1,0,G5,13,2.1,85.7183,Okayama Astrophysical Observatory
HD 82886 b,HD 82886,HD 82886,1,1,Radial Velocity,2011,1.58,13.3,740.5439,0.07,G0,5.26,2.53,127.061,W. M. Keck Observatory
HD 8326 b,HD 8326,HD 8326,1,1,Radial Velocity,2019,0.533,9.58,66.6,0.2,K2 V,0.78,0.8,30.6862,Las Campanas Observatory
HD 85390 b,HD 85390,HD 85390,1,1,Radial Velocity,2009,1.373,6.16,31.46517,0.5,K1.5 V,0.8,0.76,33.5225,La Silla Observatory
HD 85512 b,HD 85512,HD 85512,1,1,Radial Velocity,2011,0.26,1.72,3.6,0.11,K5 V,0.71,0.43,11.281,La Silla Observatory
HD 8574 b,HD 8574,HD 8574,1,1,Radial Velocity,2002,0.76,13.4,645.1949,0.3,F8,1.38,1.34,44.8264,Haute-Provence Observatory
HD 86065 b,HD 86065,HD 86065,1,1,Radial Velocity,2022,16.107189,12.5,2801.89869,0.218978,,0.78,0.81,40.3661,Multiple Observatories
HD 86264 b,HD 86264,HD 86264,1,1,Radial Velocity,2009,2.762119,12.3,4073.50239,0.821127,F7 V,1.88,1.26,67.8107,Lick Observatory
HD 86950 b,HD 86950,HD 86950,1,1,Radial Velocity,2016,2.72,13,1144.188,0.17,K1 III,8.8,1.66,209.839,Multiple Observatories
HD 87883 b,HD 87883,HD 87883,1,1,Radial Velocity,2009,4.051612,12.8,1705.47518,0.706593,K0,0.8,0.81,18.2912,Lick Observatory
HD 88072 b,HD 88072,HD 88072,1,1,Radial Velocity,2022,13.912743,12.6,2565.90908,0.156013,,1.03,1.04,35.9098,Multiple Observatories
HD 88133 b,HD 88133,HD 88133,1,1,Radial Velocity,2004,0.0479,13.8,324.1866,0.031,G5,2.2,1.26,73.6123,W. M. Keck Observatory
HD 89307 b,HD 89307,HD 89307,1,1,Radial Velocity,2009,3.27,13.4,670.6213,0.2,G0,1.1,1.27,32.0104,Lick Observatory
HD 89345 b,HD 89345,HD 89345,1,1,Transit,2018,0.1066,7.398,34.9613,0.22,G5,1.75,1.16,132.345,K2
HD 90156 b,HD 90156,HD 90156,1,1,Radial Velocity,2009,0.25,4.43,17.98,0.31,G5V,0.92,0.84,21.9496,La Silla Observatory
HD 9174 b,HD 9174,HD 9174,1,1,Radial Velocity,2016,2.2,13.7,352.7913,0.12,G8 IV,1.67,1.03,81.4893,Multiple Observatories
HD 93083 b,HD 93083,HD 93083,1,1,Radial Velocity,2005,0.477,13.4,117.59,0.14,K3 V,0.85,0.7,28.5159,La Silla Observatory
HD 94834 b,HD 94834,HD 94834,1,1,Radial Velocity,2018,2.74,13.7,400.4658,0.14,K0,4.2,1.11,98.1609,W. M. Keck Observatory
HD 95086 b,HD 95086,HD 95086,1,1,Imaging,2013,55.7,12.9,1589,,A8 III,1.49,1.6,86.2279,Paranal Observatory
HD 95127 b,HD 95127,HD 95127,1,1,Radial Velocity,2015,1.28,12.4,3378.5329,0.11,K0,41.01,3.7,676.579,McDonald Observatory
HD 95338 b,HD 95338,HD 95338,1,1,Radial Velocity,2020,0.262,3.89,42.44,0.197,K0.5 V,0.87,0.83,36.9941,Las Campanas Observatory
HD 95544 b,HD 95544,HD 95544,1,1,Radial Velocity,2021,3.167126,12.7,2108.25626,0.04915,G3 V,1.09,1.01,87.8049,Haute-Provence Observatory
HD 95872 b,HD 95872,HD 95872,1,1,Radial Velocity,2015,5.15,13,1188.6842,0.06,K0 V,0.84,0.7,72.2195,Multiple Facilities
HD 96063 b,HD 96063,HD 96063,1,1,Radial Velocity,2011,1.11,13.7,403.6441,0.17,G6 V,4.75,1.37,140.065,W. M. Keck Observatory
HD 96127 b,HD 96127,HD 96127,1,1,Radial Velocity,2011,1.42,12.1,6661.7168,0.3,K2 III,51.1,10.94,587.659,McDonald Observatory
HD 96992 b,HD 96992,HD 96992,1,1,Radial Velocity,2021,1.24,13.7,362.3262,0.41,K0,7.43,0.96,396.082,Multiple Observatories
HD 97037 b,HD 97037,HD 97037,1,1,Radial Velocity,2022,6.91483,12.1,6674.04272,0.356842,,1.26,1.06,32.413,Multiple Observatories
HD 97048 b,HD 97048,HD 97048,1,1,Disk Kinematics,2019,130,13.3,794.575,,Be9.5/AO,2.25,2.4,183.857,Atacama Large Millimeter Array (ALMA)
HD 97658 b,HD 97658,HD 97658,1,1,Radial Velocity,2010,0.0805,2.12,8.3,0.05,K1 V,0.73,0.85,21.5618,W. M. Keck Observatory
